1012;BC;124;Amsterdam;Zeedijk
1013;AK;7;Amsterdam;Haparandadam
1013;MZ;58;Amsterdam;Houtmankade
1015;AN;2;Amsterdam;Roomolenstraat
1015;TW;1;Amsterdam;Marnixstraat
1016;TL;212;Amsterdam;Marnixstraat
1017;RJ;20;Amsterdam;Leidsekruisstraat
1018;HP;2;Amsterdam;Boulevardpad
1018;ZL;247;Amsterdam;Wittenburgergracht
1019;PV;689;Amsterdam;Sumatrakade
